
> weflow-remote-viewer@0.1.0 dev
> next dev --port 3001

▲ Next.js 16.2.6 (Turbopack)
- Local:         http://localhost:3001
- Network:       http://198.18.0.1:3001
- Environments: .env.local
✓ Ready in 6.5s

 GET /api/invite/dashboard?tagId=89d05ff6-d58d-4a38-9939-f6683e5dde7f 200 in 223ms (next.js: 6ms, application-code: 217ms)
 GET /api/invite/dashboard?tagId=89d05ff6-d58d-4a38-9939-f6683e5dde7f 200 in 228ms (next.js: 9ms, application-code: 220ms)
 GET /api/invite/dashboard?tagId=89d05ff6-d58d-4a38-9939-f6683e5dde7f 200 in 217ms (next.js: 2ms, application-code: 215ms)
 GET /api/invite/dashboard?tagId=89d05ff6-d58d-4a38-9939-f6683e5dde7f 200 in 215ms (next.js: 3ms, application-code: 212ms)
 GET /api/invite/dashboard?tagId=89d05ff6-d58d-4a38-9939-f6683e5dde7f 200 in 321ms (next.js: 3ms, application-code: 318ms)
 GET /api/invite/dashboard?tagId=89d05ff6-d58d-4a38-9939-f6683e5dde7f 200 in 220ms (next.js: 7ms, application-code: 213ms)
 GET /api/invite/dashboard?tagId=89d05ff6-d58d-4a38-9939-f6683e5dde7f 200 in 838ms (next.js: 3ms, application-code: 835ms)
 GET /api/invite/dashboard?tagId=89d05ff6-d58d-4a38-9939-f6683e5dde7f 200 in 235ms (next.js: 6ms, application-code: 229ms)
 GET /api/invite/dashboard?tagId=89d05ff6-d58d-4a38-9939-f6683e5dde7f 200 in 225ms (next.js: 4ms, application-code: 221ms)
 GET /api/invite/dashboard?tagId=89d05ff6-d58d-4a38-9939-f6683e5dde7f 200 in 954ms (next.js: 4ms, application-code: 950ms)
 GET /api/invite/dashboard?tagId=89d05ff6-d58d-4a38-9939-f6683e5dde7f 200 in 236ms (next.js: 3ms, application-code: 233ms)
 GET /api/invite/dashboard?tagId=89d05ff6-d58d-4a38-9939-f6683e5dde7f 200 in 229ms (next.js: 2ms, application-code: 227ms)
 GET /api/invite/dashboard?tagId=89d05ff6-d58d-4a38-9939-f6683e5dde7f 200 in 1444ms (next.js: 210ms, application-code: 1234ms)
 GET /api/invite/dashboard?tagId=89d05ff6-d58d-4a38-9939-f6683e5dde7f 200 in 221ms (next.js: 3ms, application-code: 218ms)
 GET /api/invite/dashboard?tagId=89d05ff6-d58d-4a38-9939-f6683e5dde7f 200 in 236ms (next.js: 2ms, application-code: 234ms)
 GET /api/invite/dashboard?tagId=89d05ff6-d58d-4a38-9939-f6683e5dde7f 200 in 1142ms (next.js: 3ms, application-code: 1140ms)
 GET /api/invite/dashboard?tagId=89d05ff6-d58d-4a38-9939-f6683e5dde7f 200 in 223ms (next.js: 3ms, application-code: 220ms)
 GET /api/invite/dashboard?tagId=89d05ff6-d58d-4a38-9939-f6683e5dde7f 200 in 216ms (next.js: 3ms, application-code: 213ms)
 GET /api/invite/dashboard?tagId=89d05ff6-d58d-4a38-9939-f6683e5dde7f 200 in 279ms (next.js: 6ms, application-code: 273ms)
 GET /api/invite/dashboard?tagId=89d05ff6-d58d-4a38-9939-f6683e5dde7f 200 in 252ms (next.js: 2ms, application-code: 250ms)
 GET /api/invite/dashboard?tagId=89d05ff6-d58d-4a38-9939-f6683e5dde7f 200 in 224ms (next.js: 4ms, application-code: 220ms)
 GET /api/invite/dashboard?tagId=89d05ff6-d58d-4a38-9939-f6683e5dde7f 200 in 212ms (next.js: 2ms, application-code: 210ms)
 GET /api/invite/dashboard?tagId=89d05ff6-d58d-4a38-9939-f6683e5dde7f 200 in 605ms (next.js: 3ms, application-code: 602ms)
 GET /api/invite/dashboard?tagId=89d05ff6-d58d-4a38-9939-f6683e5dde7f 200 in 214ms (next.js: 3ms, application-code: 211ms)
 GET /api/invite/dashboard?tagId=89d05ff6-d58d-4a38-9939-f6683e5dde7f 200 in 1024ms (next.js: 3ms, application-code: 1021ms)
 GET /api/invite/dashboard?tagId=89d05ff6-d58d-4a38-9939-f6683e5dde7f 200 in 212ms (next.js: 3ms, application-code: 209ms)
 GET /api/invite/dashboard?tagId=89d05ff6-d58d-4a38-9939-f6683e5dde7f 200 in 287ms (next.js: 4ms, application-code: 283ms)
 GET /api/invite/dashboard?tagId=89d05ff6-d58d-4a38-9939-f6683e5dde7f 200 in 236ms (next.js: 2ms, application-code: 234ms)
 GET /api/invite/dashboard?tagId=89d05ff6-d58d-4a38-9939-f6683e5dde7f 200 in 211ms (next.js: 3ms, application-code: 208ms)
 GET /api/invite/dashboard?tagId=89d05ff6-d58d-4a38-9939-f6683e5dde7f 200 in 218ms (next.js: 2ms, application-code: 215ms)
 GET /api/invite/dashboard?tagId=89d05ff6-d58d-4a38-9939-f6683e5dde7f 200 in 233ms (next.js: 3ms, application-code: 231ms)
 GET /api/invite/dashboard?tagId=89d05ff6-d58d-4a38-9939-f6683e5dde7f 200 in 238ms (next.js: 2ms, application-code: 236ms)
 GET /api/invite/dashboard?tagId=89d05ff6-d58d-4a38-9939-f6683e5dde7f 200 in 228ms (next.js: 3ms, application-code: 226ms)
 GET /api/invite/dashboard?tagId=89d05ff6-d58d-4a38-9939-f6683e5dde7f 200 in 241ms (next.js: 4ms, application-code: 237ms)
 GET /api/invite/dashboard?tagId=89d05ff6-d58d-4a38-9939-f6683e5dde7f 200 in 701ms (next.js: 5ms, application-code: 696ms)
 GET /api/invite/dashboard?tagId=89d05ff6-d58d-4a38-9939-f6683e5dde7f 200 in 221ms (next.js: 2ms, application-code: 218ms)
